node_a,node_b,tech,start_time,end_time,duration,min_dist_m,max_dist_m,start_lat_a,start_lon_a,start_lat_b,start_lon_b,end_lat_a,end_lon_a,end_lat_b,end_lon_b
V04,WIS_O,wifi,1111.0,1123.0,12.0,5.71,61.54,38.9081,-77.0586992,38.9081,-77.0594,38.9075475,-77.0593767,38.9081,-77.0594
V01,V05,wifi,1120.0,1126.0,6.0,45.73,61.56,38.9057435,-77.0611866,38.9062617,-77.0611137,38.9062375,-77.0611985,38.9062756,-77.0604895
COI,N_33,wifi,1115.0,1127.0,12.0,4.92,61.08,38.9062996,-77.054995,38.9063,-77.0557,38.9063,-77.0563917,38.9063,-77.0557
V03,EDGE_3,bluetooth,1123.0,1128.0,5.0,35.05,43.49,38.9100606,-77.0557034,38.9099,-77.0552994,38.9096656,-77.0557011,38.9099,-77.0552994
V03,P_33,bluetooth,1121.0,1129.0,8.0,4.09,39.88,38.9102582,-77.0557076,38.9099,-77.0557,38.9095668,-77.055701,38.9099,-77.0557
ESC1,EDGE_3,bluetooth,1128.0,1131.0,3.0,40.73,43.46,38.9099,-77.0557952,38.9099,-77.0552994,38.9097423,-77.0557583,38.9099,-77.0552994
COI,EDGE_2,wifi,1120.0,1132.0,12.0,3.23,62.77,38.9063,-77.0556299,38.9063,-77.056302,38.9063,-77.0570266,38.9063,-77.056302
ESC1,P_33,bluetooth,1125.0,1133.0,8.0,8.24,41.24,38.9099,-77.0561761,38.9099,-77.0557,38.9095447,-77.0557513,38.9099,-77.0557
V07,V08,wifi,1128.0,1136.0,8.0,4.38,60.54,38.9083811,-77.0611998,38.9080871,-77.0616279,38.9076894,-77.0612,38.908099,-77.0607402
ESC2,V04,wifi,1133.0,1138.0,5.0,13.98,47.55,38.9060337,-77.059416,38.9064606,-77.059397,38.9062629,-77.0596035,38.9063301,-77.0590703
ESC2,V05,wifi,1131.0,1138.0,7.0,17.57,57.07,38.9058363,-77.0594279,38.9062927,-77.059728,38.9062629,-77.0596035,38.9062988,-77.0589668
V05,WIS_N,wifi,1128.0,1140.0,12.0,4.53,61.42,38.9062841,-77.0601088,38.9063,-77.0594,38.906299,-77.0587129,38.9063,-77.0594
ESC2,V01,wifi,1134.0,1141.0,7.0,11.29,62.86,38.9061324,-77.0594101,38.9062855,-77.0601086,38.9062717,-77.0599843,38.9062986,-77.0593475
V04,WIS_N,wifi,1129.0,1141.0,12.0,6.88,61.88,38.9068558,-77.0593896,38.9063,-77.0594,38.9063228,-77.0586895,38.9063,-77.0594
ESC2,WIS_N,wifi,1130.0,1142.0,12.0,7.68,62.68,38.9057376,-77.0594338,38.9063,-77.0594,38.9062747,-77.0601112,38.9063,-77.0594
COI,V05,wifi,1139.0,1145.0,6.0,7.92,58.08,38.9063,-77.0580424,38.906299,-77.0587129,38.9063,-77.0586773,38.9062995,-77.058078
ESC2,EDGE_1,bluetooth,1136.0,1145.0,9.0,3.19,44.51,38.9062602,-77.0594883,38.9063,-77.0599786,38.9062835,-77.0604919,38.9063,-77.0599786
COI,V04,wifi,1140.0,1146.0,6.0,2.26,64.94,38.9063,-77.0581694,38.9063228,-77.0586895,38.9063,-77.0588043,38.9063106,-77.0580548
V01,WIS_N,wifi,1134.0,1146.0,12.0,4.55,61.4,38.9062855,-77.0601086,38.9063,-77.0594,38.9062991,-77.0587126,38.9063,-77.0594
ESC1,V03,bluetooth,1125.0,1147.0,22.0,32.36,41.83,38.9099,-77.0561761,38.9098633,-77.0557012,38.9081619,-77.0557022,38.9077882,-77.0557
COI,V01,wifi,1142.0,1148.0,6.0,7.95,58.06,38.9063,-77.0584234,38.9062988,-77.0590935,38.9063,-77.0590583,38.9062993,-77.0584586
ESC2,V07,wifi,1146.0,1152.0,6.0,9.0,52.56,38.9062894,-77.0607458,38.9066025,-77.0612,38.9062985,-77.0613799,38.9063673,-77.0608693
V08,WIS_O,wifi,1140.0,1152.0,12.0,6.1,61.56,38.9080995,-77.0601053,38.9081,-77.0594,38.9075474,-77.0594264,38.9081,-77.0594
ESC1,O_33,wifi,1141.0,1153.0,12.0,6.89,61.89,38.9086557,-77.0557197,38.9081,-77.0557,38.9081216,-77.0564106,38.9081,-77.0557
V06,M_36,bluetooth,1145.0,1153.0,8.0,2.76,41.24,38.9043453,-77.0607915,38.9043,-77.0612,38.9042509,-77.0616719,38.9043,-77.0612
COI,WIS_N,wifi,1144.0,1156.0,12.0,7.6,62.6,38.9063,-77.0586773,38.9063,-77.0594,38.9068528,-77.059361,38.9063,-77.0594
COI,V08,wifi,1154.0,1160.0,6.0,11.4,55.59,38.906754,-77.059358,38.907251,-77.0594202,38.9072479,-77.0593734,38.906757,-77.0594097
V07,EDGE_1,bluetooth,1154.0,1163.0,9.0,2.98,44.57,38.9063499,-77.060489,38.9063,-77.0599786,38.9063034,-77.0594749,38.9063,-77.0599786
V07,V08,wifi,1159.0,1166.0,7.0,7.93,62.03,38.9063208,-77.0598552,38.906757,-77.0594097,38.9063028,-77.0590953,38.9063322,-77.0596028
V05,EDGE_2,wifi,1153.0,1167.0,14.0,0.15,62.12,38.9063,-77.0569352,38.9063,-77.056302,38.9066552,-77.055749,38.9063,-77.056302
COI,V00,wifi,1162.0,1168.0,6.0,3.51,62.32,38.9075443,-77.0593826,38.9081,-77.0594698,38.9080382,-77.0593981,38.9076462,-77.0594281
V04,EDGE_2,wifi,1153.0,1168.0,15.0,2.1,63.9,38.9063007,-77.0570397,38.9063,-77.056302,38.906655,-77.0557302,38.9063,-77.056302
V00,WIS_O,wifi,1157.0,1169.0,12.0,6.05,61.55,38.9080997,-77.0601047,38.9081,-77.0594,38.9075474,-77.0594261,38.9081,-77.0594
V01,V05,wifi,1163.0,1169.0,6.0,46.3,61.69,38.9063,-77.056427,38.9063674,-77.0557587,38.9063,-77.0557921,38.9068528,-77.0557423
V05,N_33,wifi,1157.0,1169.0,12.0,8.0,63.0,38.9063,-77.0564273,38.9063,-77.0557,38.9068528,-77.0557423,38.9063,-77.0557
V07,WIS_N,wifi,1157.0,1169.0,12.0,4.41,61.5,38.9063324,-77.0601087,38.9063,-77.0594,38.9063021,-77.0587143,38.9063,-77.0594
V03,EDGE_2,bluetooth,1162.0,1170.0,8.0,6.38,42.53,38.906373,-77.055904,38.9063,-77.056302,38.9063324,-77.0567913,38.9063,-77.056302
V04,N_33,wifi,1158.0,1170.0,12.0,6.05,61.55,38.9063003,-77.0564048,38.9063,-77.0557,38.9068526,-77.0557261,38.9063,-77.0557
V08,WIS_N,wifi,1158.0,1170.0,12.0,6.88,61.88,38.9068558,-77.0594118,38.9063,-77.0594,38.906322,-77.0601106,38.9063,-77.0594
COI,ESC1,wifi,1171.0,1173.0,2.0,61.82,62.15,38.908433,-77.0593985,38.9081004,-77.0588223,38.9085318,-77.0593986,38.9081003,-77.0589493
V01,EDGE_2,wifi,1159.0,1173.0,14.0,0.17,62.14,38.9063,-77.0569349,38.9063,-77.056302,38.9066552,-77.0557487,38.9063,-77.056302
V08,EDGE_1,bluetooth,1164.0,1173.0,9.0,2.77,44.45,38.9063346,-77.0594871,38.9063,-77.0599786,38.9063143,-77.0604914,38.9063,-77.0599786
COI,WIS_O,wifi,1162.0,1174.0,12.0,4.08,61.88,38.9075443,-77.0593826,38.9081,-77.0594,38.9086307,-77.0593987,38.9081,-77.0594
V01,N_33,wifi,1163.0,1175.0,12.0,7.98,62.98,38.9063,-77.056427,38.9063,-77.0557,38.9068528,-77.0557421,38.9063,-77.0557
ESC2,V06,bluetooth,1173.0,1177.0,4.0,11.43,33.24,38.9054512,-77.0630773,38.9051561,-77.063032,38.9051548,-77.0630823,38.9054522,-77.0630496
V03,V07,bluetooth,1175.0,1179.0,4.0,1.82,42.2,38.9063032,-77.0575508,38.9063006,-77.0578255,38.9063025,-77.0579317,38.9063001,-77.0574446
ESC1,WIS_O,wifi,1170.0,1182.0,12.0,4.95,61.04,38.9081005,-77.0586953,38.9081,-77.0594,38.9081,-77.0600921,38.9081,-77.0594
V04,V05,wifi,1131.0,1186.0,55.0,7.56,64.26,38.9066582,-77.0593933,38.9062927,-77.059728,38.9084332,-77.055701,38.9080758,-77.0562837
V00,WIS_N,wifi,1175.0,1187.0,12.0,6.88,61.88,38.9068558,-77.0594116,38.9063,-77.0594,38.906324,-77.0586896,38.9063,-77.0594
V01,V05,wifi,1181.0,1187.0,6.0,45.81,61.54,38.9075443,-77.0557187,38.908066,-77.0557874,38.9080382,-77.0557021,38.9080784,-77.0564106
V05,O_33,wifi,1175.0,1187.0,12.0,6.89,61.89,38.9075443,-77.0557188,38.9081,-77.0557,38.9080784,-77.0564106,38.9081,-77.0557
V00,V03,bluetooth,1183.0,1188.0,5.0,2.87,44.4,38.9063317,-77.0590704,38.9063014,-77.0585666,38.9063214,-77.0585627,38.9063006,-77.0590745
V04,O_33,wifi,1176.0,1188.0,12.0,4.09,61.88,38.9075442,-77.0557116,38.9081,-77.0557,38.9086308,-77.0557009,38.9081,-77.0557
COI,WIS_P,bluetooth,1182.0,1190.0,8.0,1.7,42.3,38.90952,-77.0593996,38.9099,-77.0594,38.9102117,-77.0593999,38.9099,-77.0594
V06,V08,bluetooth,1187.0,1191.0,4.0,10.84,33.55,38.9062748,-77.0627706,38.9063005,-77.0623953,38.9062809,-77.0623897,38.9063002,-77.0627762
ESC2,EDGE_0,wifi,1178.0,1193.0,15.0,0.8,63.14,38.9049571,-77.0630856,38.9044685,-77.0631,38.9041108,-77.0625343,38.9044685,-77.0631
V01,O_33,wifi,1181.0,1193.0,12.0,4.07,61.89,38.9075443,-77.0557187,38.9081,-77.0557,38.9086306,-77.0557014,38.9081,-77.0557
V03,WIS_N,bluetooth,1186.0,1194.0,8.0,6.2,39.61,38.9063008,-77.0589475,38.9063,-77.0594,38.906655,-77.0593685,38.9063,-77.0594
V07,EDGE_2,wifi,1182.0,1196.0,14.0,0.02,62.04,38.9063001,-77.0569367,38.9063,-77.056302,38.9066553,-77.0557502,38.9063,-77.056302
V07,N_33,wifi,1186.0,1198.0,12.0,8.13,63.13,38.9063,-77.0564288,38.9063,-77.0557,38.9068528,-77.0557433,38.9063,-77.0557
V01,V04,wifi,1134.0,1205.0,71.0,38.54,62.07,38.9062855,-77.0601086,38.9063618,-77.0593988,38.9098164,-77.0557001,38.9098585,-77.0551161
ESC2,M_36,wifi,1197.0,1209.0,12.0,3.45,62.49,38.9041994,-77.0619097,38.9043,-77.0612,38.9043727,-77.0605319,38.9043,-77.0612
COI,WIS_Q,wifi,1199.0,1210.0,11.0,11.56,61.84,38.9111998,-77.0594,38.9117,-77.0594,38.9116501,-77.060111,38.9117,-77.0594
V00,EDGE_2,wifi,1199.0,1211.0,12.0,2.09,63.91,38.9063007,-77.0570398,38.9063,-77.056302,38.9063,-77.0556431,38.9063,-77.056302
V03,WIS_O,bluetooth,1204.0,1212.0,8.0,6.88,39.88,38.9077418,-77.0593922,38.9081,-77.0594,38.9080725,-77.0589434,38.9081,-77.0594
V06,EDGE_1,bluetooth,1205.0,1214.0,9.0,0.07,44.06,38.9062996,-77.0604858,38.9063,-77.0599786,38.9063,-77.0594699,38.9063,-77.0599786
V00,N_33,wifi,1204.0,1216.0,12.0,4.93,61.07,38.9063004,-77.0564049,38.9063,-77.0557,38.9063,-77.0550082,38.9063,-77.0557
V05,WIS_O,wifi,1204.0,1216.0,12.0,6.04,61.56,38.9080995,-77.0586953,38.9081,-77.0594,38.9086526,-77.0593739,38.9081,-77.0594
V07,O_33,wifi,1204.0,1216.0,12.0,4.07,61.89,38.9075443,-77.0557193,38.9081,-77.0557,38.9086306,-77.0557015,38.9081,-77.0557
V06,WIS_N,bluetooth,1210.0,1218.0,8.0,4.94,39.06,38.9062998,-77.0598509,38.9063,-77.0594,38.9063,-77.058962,38.9063,-77.0594
ESC1,V08,wifi,1224.0,1230.0,6.0,46.8,61.07,38.9099642,-77.0630172,38.9094213,-77.0630997,38.9099423,-77.0623959,38.9099154,-77.0630999
V07,EDGE_3,bluetooth,1226.0,1231.0,5.0,34.75,42.02,38.9097175,-77.0557002,38.9099,-77.0552994,38.9101128,-77.0557001,38.9099,-77.0552994
V07,P_33,bluetooth,1224.0,1232.0,8.0,1.69,42.31,38.9095199,-77.0557004,38.9099,-77.0557,38.9102116,-77.0557001,38.9099,-77.0557
COI,V02,bluetooth,1229.0,1233.0,4.0,11.22,33.5,38.9116992,-77.0626475,38.9116652,-77.0630132,38.9116999,-77.0630285,38.9116723,-77.0626434
V01,V05,wifi,1228.0,1234.0,6.0,46.52,61.14,38.9098991,-77.0586946,38.9099367,-77.0593988,38.9098999,-77.0593295,38.9104308,-77.0593991
ESC2,WIS_N,wifi,1229.0,1241.0,12.0,7.68,62.68,38.9057376,-77.0594338,38.9063,-77.0594,38.9062747,-77.0601112,38.9063,-77.0594
V06,EDGE_2,bluetooth,1234.0,1243.0,9.0,0.57,44.57,38.9063,-77.0568034,38.9063,-77.056302,38.9063,-77.0557876,38.9063,-77.056302
ESC2,EDGE_1,bluetooth,1235.0,1244.0,9.0,3.19,44.51,38.9062602,-77.0594883,38.9063,-77.0599786,38.9062835,-77.0604919,38.9063,-77.0599786
ESC1,V01,wifi,1241.0,1247.0,6.0,1.83,64.18,38.9099015,-77.0608743,38.9099,-77.0603453,38.9099009,-77.0602394,38.9099,-77.0609802
V03,V06,bluetooth,1247.0,1251.0,4.0,10.86,33.41,38.9070534,-77.0557157,38.906754,-77.0557419,38.906757,-77.0557096,38.9070503,-77.0557327
V05,WIS_Q,wifi,1240.0,1252.0,12.0,9.29,64.29,38.9111225,-77.0593996,38.9117,-77.0594,38.9116637,-77.0601108,38.9117,-77.0594
V04,O_33,wifi,1242.0,1254.0,12.0,4.08,61.42,38.9081137,-77.0550182,38.9081,-77.0557,38.9086517,-77.0556917,38.9081,-77.0557
ESC1,WIS_P,bluetooth,1249.0,1257.0,8.0,4.28,39.71,38.9099005,-77.0598584,38.9099,-77.0594,38.9099001,-77.0589696,38.9099,-77.0594
COI,V05,wifi,1253.0,1258.0,5.0,2.87,44.73,38.9117067,-77.060864,38.9116721,-77.0603646,38.9117044,-77.0603561,38.9116891,-77.060872
V05,V08,wifi,1258.0,1265.0,7.0,10.67,55.38,38.9116933,-77.0609989,38.9116815,-77.0616284,38.9116983,-77.0617597,38.9114454,-77.0612092
V01,V05,wifi,1260.0,1266.0,6.0,47.81,61.91,38.9111443,-77.061181,38.9116977,-77.0612518,38.9116382,-77.0611979,38.9116985,-77.0618867
V01,V08,wifi,1260.0,1268.0,8.0,10.54,63.29,38.9111443,-77.061181,38.9116924,-77.0613748,38.9116683,-77.0609971,38.911149,-77.0612074
COI,WIS_Q,wifi,1259.0,1271.0,12.0,5.17,60.82,38.9117032,-77.0601021,38.9117,-77.0594,38.9117002,-77.0587055,38.9117,-77.0594
COI,V07,wifi,1267.0,1273.0,6.0,9.97,56.03,38.9117002,-77.0590864,38.9116983,-77.0584396,38.9117001,-77.0584515,38.9116994,-77.0590745
ESC1,V04,wifi,1271.0,1277.0,6.0,9.45,56.75,38.9099,-77.057065,38.9098767,-77.0564105,38.9099,-77.0564301,38.9098903,-77.0570452
V02,WIS_P,bluetooth,1272.0,1280.0,8.0,6.88,39.88,38.9102582,-77.0594075,38.9099,-77.0594,38.9099271,-77.0598567,38.9099,-77.0594
V01,V07,wifi,1275.0,1281.0,6.0,41.87,61.4,38.9116885,-77.0599816,38.9116327,-77.0593623,38.9116986,-77.0593475,38.9111474,-77.0593728
V07,WIS_Q,wifi,1269.0,1281.0,12.0,6.2,61.56,38.9116988,-77.0586936,38.9117,-77.0594,38.9111474,-77.0593728,38.9117,-77.0594
ESC1,EDGE_3,bluetooth,1281.0,1284.0,3.0,40.73,43.46,38.9099,-77.0557952,38.9099,-77.0552994,38.9097423,-77.0557583,38.9099,-77.0552994
ESC1,P_33,bluetooth,1278.0,1286.0,8.0,8.24,41.24,38.9099,-77.0561761,38.9099,-77.0557,38.9095447,-77.0557513,38.9099,-77.0557
V01,WIS_Q,wifi,1274.0,1286.0,12.0,4.55,61.4,38.9116859,-77.0601086,38.9117,-77.0594,38.9116991,-77.0587126,38.9117,-77.0594
V02,V08,bluetooth,1283.0,1287.0,4.0,10.91,33.18,38.9099169,-77.0603645,38.9099292,-77.0607433,38.9099092,-77.0607453,38.9099209,-77.0603625
ESC2,EDGE_0,wifi,1277.0,1292.0,15.0,0.8,63.14,38.9049571,-77.0630856,38.9044685,-77.0631,38.9041108,-77.0625343,38.9044685,-77.0631
V06,WIS_O,bluetooth,1286.0,1294.0,8.0,6.05,39.6,38.9080997,-77.0589493,38.9081,-77.0594,38.908455,-77.0593698,38.9081,-77.0594
V07,WIS_P,bluetooth,1289.0,1297.0,8.0,4.09,39.88,38.9102582,-77.0593922,38.9099,-77.0594,38.9095668,-77.0593989,38.9099,-77.0594
V04,V07,wifi,1290.0,1298.0,8.0,16.21,57.39,38.9098995,-77.0588221,38.9101594,-77.0593943,38.9099,-77.059711,38.909468,-77.059399
V04,V08,wifi,1292.0,1298.0,6.0,1.54,64.47,38.9098997,-77.0590761,38.9099044,-77.059601,38.9099,-77.059711,38.9099012,-77.0589667
V07,V08,wifi,1289.0,1298.0,9.0,7.8,63.94,38.9102582,-77.0593922,38.9099127,-77.0599818,38.909468,-77.059399,38.9099012,-77.0589667
V08,WIS_P,bluetooth,1290.0,1298.0,8.0,4.54,39.42,38.9099099,-77.0598548,38.9099,-77.0594,38.9099012,-77.0589667,38.9099,-77.0594
V00,M_36,wifi,1290.0,1301.0,11.0,13.13,62.95,38.9043731,-77.06054,38.9043,-77.0612,38.9048616,-77.0611155,38.9043,-77.0612
V06,V07,bluetooth,1299.0,1303.0,4.0,3.07,41.23,38.9090478,-77.0593822,38.9092704,-77.0593992,38.9093442,-77.0593884,38.908974,-77.0593994
ESC1,O_33,wifi,1294.0,1306.0,12.0,6.89,61.89,38.9086557,-77.0557197,38.9081,-77.0557,38.9081216,-77.0564106,38.9081,-77.0557
ESC2,M_36,wifi,1296.0,1308.0,12.0,3.45,62.49,38.9041994,-77.0619097,38.9043,-77.0612,38.9043727,-77.0605319,38.9043,-77.0612
V04,V05,wifi,1306.0,1311.0,5.0,11.69,46.33,38.9099,-77.0608538,38.9099033,-77.061374,38.9097423,-77.0611445,38.9101553,-77.0612104
V06,WIS_P,bluetooth,1304.0,1312.0,8.0,6.88,39.88,38.9095418,-77.0593925,38.9099,-77.0594,38.9098713,-77.0598566,38.9099,-77.0594
COI,EDGE_3,bluetooth,1310.0,1315.0,5.0,35.09,43.52,38.9100606,-77.0557048,38.9099,-77.0552994,38.9096658,-77.0557015,38.9099,-77.0552994
COI,P_33,bluetooth,1308.0,1316.0,8.0,4.08,39.88,38.9102582,-77.0557106,38.9099,-77.0557,38.9095669,-77.0557014,38.9099,-77.0557
V07,WIS_O,wifi,1305.0,1317.0,12.0,9.29,64.29,38.9086775,-77.0593996,38.9081,-77.0594,38.9081363,-77.0601108,38.9081,-77.0594
V08,P_33,bluetooth,1319.0,1327.0,8.0,3.0,41.0,38.9099,-77.0561732,38.9099,-77.0557,38.9099,-77.0552844,38.9099,-77.0557
V00,EDGE_1,bluetooth,1320.0,1329.0,9.0,1.08,44.33,38.9062825,-77.0604898,38.9063,-77.0599786,38.9062988,-77.0594742,38.9063,-77.0599786
V01,V08,wifi,1321.0,1329.0,8.0,31.12,64.26,38.9104557,-77.0557187,38.9099,-77.0559193,38.9097646,-77.0557019,38.9099,-77.0550304
V04,V07,wifi,1322.0,1330.0,8.0,24.65,59.56,38.908557,-77.0611845,38.9081109,-77.060872,38.9081292,-77.0608702,38.9076462,-77.0611658
V08,EDGE_3,bluetooth,1322.0,1330.0,8.0,1.3,42.7,38.9099,-77.0557923,38.9099,-77.0552994,38.9099,-77.0549034,38.9099,-77.0552994
ESC2,V00,wifi,1328.0,1334.0,6.0,40.65,62.57,38.9057376,-77.0594338,38.9062988,-77.0594742,38.9062311,-77.0594041,38.9062992,-77.0588397
ESC1,WIS_O,wifi,1323.0,1335.0,12.0,4.95,61.04,38.9081005,-77.0586953,38.9081,-77.0594,38.9081,-77.0600921,38.9081,-77.0594
V00,WIS_N,wifi,1323.0,1335.0,12.0,4.54,61.43,38.9062886,-77.0601089,38.9063,-77.0594,38.9062993,-77.0587128,38.9063,-77.0594
COI,O_33,wifi,1324.0,1336.0,12.0,1.7,64.3,38.9086776,-77.0557006,38.9081,-77.0557,38.9075907,-77.0557001,38.9081,-77.0557
ESC1,V04,wifi,1332.0,1338.0,6.0,9.7,56.47,38.9081,-77.0598381,38.9081216,-77.0604894,38.9081,-77.060473,38.908109,-77.0598547
ESC2,V02,bluetooth,1335.0,1339.0,4.0,12.1,33.42,38.9062629,-77.0596035,38.9063194,-77.0599817,38.9062717,-77.0599843,38.9063067,-77.0596011
ESC2,WIS_N,wifi,1328.0,1340.0,12.0,7.68,62.68,38.9057376,-77.0594338,38.9063,-77.0594,38.9062747,-77.0601112,38.9063,-77.0594
V02,EDGE_1,bluetooth,1331.0,1340.0,9.0,2.17,44.41,38.9063363,-77.0604891,38.9063,-77.0599786,38.9063025,-77.0594742,38.9063,-77.0599786
ESC2,EDGE_1,bluetooth,1334.0,1343.0,9.0,3.19,44.51,38.9062602,-77.0594883,38.9063,-77.0599786,38.9062835,-77.0604919,38.9063,-77.0599786
V02,WIS_N,bluetooth,1336.0,1344.0,8.0,4.5,39.44,38.9063152,-77.0598548,38.9063,-77.0594,38.9063018,-77.0589672,38.9063,-77.0594
V05,WIS_Q,wifi,1334.0,1346.0,12.0,6.42,61.56,38.9116849,-77.0601087,38.9117,-77.0594,38.9111474,-77.0594276,38.9117,-77.0594
V04,WIS_O,wifi,1335.0,1347.0,12.0,4.55,61.4,38.9081141,-77.0601086,38.9081,-77.0594,38.9081009,-77.0587126,38.9081,-77.0594
ESC2,V07,wifi,1342.0,1349.0,7.0,37.87,61.82,38.9062835,-77.0604919,38.9063618,-77.0611984,38.9062984,-77.0612529,38.9057693,-77.0611989
V01,O_33,wifi,1339.0,1351.0,12.0,9.31,64.31,38.9086777,-77.0557006,38.9081,-77.0557,38.9081376,-77.0549893,38.9081,-77.0557
COI,EDGE_2,wifi,1345.0,1352.0,7.0,52.16,62.08,38.9066025,-77.0557,38.9063,-77.056302,38.9060096,-77.0557,38.9063,-77.056302
COI,N_33,wifi,1343.0,1354.0,11.0,0.68,55.68,38.9068002,-77.0557,38.9063,-77.0557,38.905812,-77.0557,38.9063,-77.0557
COI,V03,bluetooth,1353.0,1357.0,4.0,7.28,36.77,38.905812,-77.0557,38.9055494,-77.0556896,38.9055156,-77.0557,38.9058458,-77.0556937
V00,EDGE_2,wifi,1348.0,1362.0,14.0,0.16,62.13,38.9063,-77.0569351,38.9063,-77.056302,38.9066552,-77.0557489,38.9063,-77.056302
V01,V08,wifi,1354.0,1362.0,8.0,8.88,63.41,38.9081216,-77.0544818,38.9082606,-77.053805,38.9079421,-77.0538162,38.9081224,-77.0545105
V00,N_33,wifi,1352.0,1364.0,12.0,7.99,62.99,38.9063,-77.0564272,38.9063,-77.0557,38.9068528,-77.0557422,38.9063,-77.0557
V02,EDGE_2,bluetooth,1360.0,1369.0,9.0,0.11,44.11,38.9063001,-77.0568086,38.9063,-77.056302,38.9063,-77.0557928,38.9063,-77.056302
V07,M_36,wifi,1357.0,1369.0,12.0,9.56,64.56,38.9048799,-77.0611996,38.9043,-77.0612,38.9044107,-77.060498,38.9043,-77.0612
V04,V08,wifi,1368.0,1373.0,5.0,11.88,46.29,38.9081,-77.0559191,38.9081057,-77.0553991,38.9078435,-77.055752,38.9082565,-77.055689
V00,V04,wifi,1370.0,1376.0,6.0,11.22,54.76,38.9075443,-77.0557188,38.9080326,-77.0557584,38.9080382,-77.0557021,38.9075472,-77.0557421
V04,O_33,wifi,1364.0,1376.0,12.0,7.98,62.98,38.9081,-77.056427,38.9081,-77.0557,38.9075472,-77.0557421,38.9081,-77.0557
V08,O_33,wifi,1365.0,1377.0,12.0,4.07,61.42,38.9081128,-77.0550183,38.9081,-77.0557,38.9086517,-77.0556916,38.9081,-77.0557
V00,V03,bluetooth,1357.0,1380.0,23.0,35.02,43.77,38.9063,-77.0557923,38.9059446,-77.0556951,38.908433,-77.0557016,38.9080459,-77.0556131
V00,O_33,wifi,1370.0,1382.0,12.0,4.07,61.89,38.9075443,-77.0557188,38.9081,-77.0557,38.9086306,-77.0557014,38.9081,-77.0557
V05,WIS_O,wifi,1370.0,1382.0,12.0,1.71,64.29,38.9086775,-77.0594004,38.9081,-77.0594,38.9075906,-77.0594,38.9081,-77.0594
ESC2,EDGE_0,wifi,1376.0,1391.0,15.0,0.8,63.14,38.9049571,-77.0630856,38.9044685,-77.0631,38.9041108,-77.0625343,38.9044685,-77.0631
V08,EDGE_3,bluetooth,1387.0,1392.0,5.0,34.91,43.36,38.9097387,-77.0556989,38.9099,-77.0552994,38.9101338,-77.0556996,38.9099,-77.0552994
V08,P_33,bluetooth,1385.0,1393.0,8.0,4.03,39.96,38.9095411,-77.0556976,38.9099,-77.0557,38.9102327,-77.0556997,38.9099,-77.0557
V00,V08,wifi,1370.0,1394.0,24.0,57.31,62.23,38.9075443,-77.0557188,38.9081009,-77.055653,38.9098164,-77.0557001,38.9103315,-77.0556997
V04,N_33,wifi,1382.0,1394.0,12.0,6.89,61.89,38.9068557,-77.0557187,38.9063,-77.0557,38.9063216,-77.0564106,38.9063,-77.0557
V00,P_33,bluetooth,1390.0,1398.0,8.0,9.31,42.31,38.9095199,-77.0557004,38.9099,-77.0557,38.9098543,-77.055243,38.9099,-77.0557
V04,EDGE_2,wifi,1384.0,1399.0,15.0,3.13,64.82,38.9066582,-77.0557121,38.9063,-77.056302,38.906309,-77.0570453,38.9063,-77.056302
V05,V07,wifi,1392.0,1399.0,7.0,7.71,56.45,38.9065036,-77.0594,38.9060392,-77.0594094,38.9059108,-77.0594,38.9062723,-77.0598568
V05,WIS_N,wifi,1389.0,1400.0,11.0,0.67,55.67,38.9068001,-77.0594,38.9063,-77.0594,38.9058119,-77.0594,38.9063,-77.0594
V00,EDGE_3,bluetooth,1392.0,1401.0,9.0,7.05,40.23,38.9097176,-77.0557002,38.9099,-77.0552994,38.9098664,-77.0548624,38.9099,-77.0552994
V07,WIS_N,wifi,1389.0,1401.0,12.0,7.04,62.04,38.9057429,-77.0594201,38.9063,-77.0594,38.9062776,-77.0601107,38.9063,-77.0594
V07,EDGE_1,bluetooth,1395.0,1404.0,9.0,2.83,44.46,38.9062647,-77.0594875,38.9063,-77.0599786,38.9062854,-77.0604915,38.9063,-77.0599786
ESC2,M_36,wifi,1395.0,1407.0,12.0,3.45,62.49,38.9041994,-77.0619097,38.9043,-77.0612,38.9043727,-77.0605319,38.9043,-77.0612
ESC1,WIS_P,bluetooth,1402.0,1410.0,8.0,4.28,39.71,38.9099005,-77.0598584,38.9099,-77.0594,38.9099001,-77.0589696,38.9099,-77.0594
V06,V08,bluetooth,1408.0,1412.0,4.0,11.21,34.48,38.9117,-77.0562954,38.9116463,-77.0559034,38.9117,-77.0559145,38.9116591,-77.056284
V00,V03,bluetooth,1408.0,1413.0,5.0,0.86,39.82,38.9098985,-77.0538474,38.9095424,-77.0538035,38.9095463,-77.053809,38.9098655,-77.0538868
ESC2,V05,wifi,1410.0,1418.0,8.0,12.48,63.68,38.9044292,-77.0600292,38.904725,-77.0594,38.9047505,-77.0594932,38.9044917,-77.0601034
V04,WIS_N,wifi,1411.0,1423.0,12.0,6.04,61.56,38.9063005,-77.0586953,38.9063,-77.0594,38.9057474,-77.0593739,38.9063,-77.0594
ESC2,V04,wifi,1422.0,1428.0,6.0,11.44,56.57,38.9052441,-77.0594635,38.9057474,-77.0593739,38.9057376,-77.0594338,38.9052534,-77.0593842
